vignedo,vino,agno,rating,nro_revs,pais,region,precio,tipo,cuerpo,acidez
Marques de la Concordia,Marques de la Concordia VSG Premium (formerly Hacienda de Susar Rioja),2016,4.5,50,Espana,Rioja,35.5,Rioja Red,4,3
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2013,4.5,49,Espana,Cava,53.7,Cava,2,3
Penafiel,Alba de Miros Rueda Verdejo,2019,4.5,49,Espana,Rueda,9.9,Verdejo,3,3
Carmelo Rodero,Ribera del Duero TSM,2006,4.5,48,Espana,Ribera del Duero,40.8,Ribera Del Duero Red,5,3
Dominio de Cair,Pendon De La Aguilera,2010,4.5,47,Espana,Ribera del Duero,299.3,Ribera Del Duero Red,5,3
Valquejigoso,V2 Tinto,2009,4.5,49,Espana,Madrid,43.7,Red,4,3
Martinet,Cami Pesseroles,2016,4.5,46,Espana,Priorato,79.6,Priorat Red,4,3
Cal Pla,Planots Priorat,2013,4.5,46,Espana,Priorato,57.0,Priorat Red,4,3
Veigamoura,Blanco,2013,4.5,45,Espana,Rias Baixas,15.0,,0,0
Vizcarra,Celia,2011,4.5,44,Espana,Ribera del Duero,60.1,Ribera Del Duero Red,5,3
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2010,4.5,44,Espana,Ribera del Duero,237.0,Ribera Del Duero Red,5,3
Clos Erasmus,Priorat,1998,4.5,43,Espana,Priorato,993.3,Priorat Red,4,3
Legaris,Calmo,2014,4.5,43,Espana,Ribera del Duero,71.9,Ribera Del Duero Red,5,3
Federico Paternina,Gran Reserva,1928,4.5,43,Espana,Rioja,270.0,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2000,4.5,42,Espana,Rioja,48.5,Rioja Red,4,3
Vinicola Real,Confesor Rioja,2004,4.5,42,Espana,Rioja,107.5,Rioja Red,4,3
Bodegas San Roman,Cartago Paraje de Pozo,2016,4.5,42,Espana,Toro,77.5,Toro Red,5,3
Losada,La Bienquerida,2019,4.5,41,Espana,Bierzo,32.9,Mencia,3,3
Clos d'Agon,Seleccion Especial,2015,4.5,40,Espana,Cataluna,93.5,Red,4,3
Huerta de Albala,Taberner No. 1,2011,4.5,38,Espana,Cadiz,75.0,Red,4,3
Uvaguilera Aguilera,Palomero,2010,4.5,38,Espana,Ribera del Duero,45.0,Ribera Del Duero Red,5,3
Ysios,Grano a Grano,2017,4.5,37,Espana,Rioja,75.0,Rioja Red,4,3
Finca Villacreces,Nebro Ribera del Duero,2015,4.5,37,Espana,Ribera del Duero,143.4,Ribera Del Duero Red,5,3
Vega Sicilia,Valbuena 5o,1976,4.5,37,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5,3
Dehesa del Carrizal,Petit Verdot,2018,4.5,36,Espana,Dehesa del Carrizal,20.2,Red,4,3
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2015,4.5,36,Espana,Bierzo,1373.7,Red,4,3
Altos del Terral,Cuvee Julia Ribera del Duero,2011,4.5,35,Espana,Ribera del Duero,157.0,Ribera Del Duero Red,5,3
Toro Albala,Don PX Seleccion,1949,4.5,34,Espana,Montilla-Moriles,295.0,Pedro Ximenez,5,1
Morca,Garnacha,2019,4.5,33,Espana,Campo de Borja,30.0,Grenache,5,3
R. Lopez de Heredia,Vina Tondonia Gran Reserva,2001,4.5,33,Espana,Rioja,187.9,Rioja Red,4,3
Martinet,Cami Pesseroles,2013,4.5,32,Espana,Priorato,113.2,Priorat Red,4,3
Descendientes de J. Palacios,Las Lamas Bierzo (Corullon),2018,4.5,32,Espana,Bierzo,120.0,Mencia,3,3
Castillo Perelada,Finca Garbet,2015,4.5,32,Espana,Emporda,89.9,Syrah,4,3
El Regajal,Galia Clos Santuy,2016,4.5,32,Espana,Castilla y Leon,89.0,Red,4,3
Valderiz,Tomas Esteban,2011,4.5,32,Espana,Ribera del Duero,71.3,Ribera Del Duero Red,5,3
Jose Pariente,Finca Las Comas Verdejo,2018,4.5,32,Espana,Rueda,34.5,Verdejo,3,3
Vega Sicilia,Valbuena 5o,1975,4.5,31,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5,3
Abadia Retuerta,Petit Verdot,2004,4.5,31,Espana,Sardon de Duero,160.8,Red,4,3
Gonzalez-Byass,Anada Palo Cortado 1987,1991,4.5,30,Espana,Jerez Palo Cortado,230.0,Sherry,4,3
Clos Erasmus,Priorat,2018,4.5,30,Espana,Priorato,225.0,Priorat Red,4,3
Bodegas Valdelana,Seda de Oro Reserva,2016,4.5,29,Espana,Rioja,69.0,Rioja Red,4,3
Abel Mendoza Monge,Grano a Grano Graciano - Garnacha,2016,4.5,29,Espana,Rioja,55.1,Grenache,5,3
Anayon,Garnacha Parcela 81 Vinas Viejas,2017,4.5,28,Espana,Carinena,54.9,Red,4,3
Castell d'Encus,Saktih,2016,4.5,28,Espana,Costers del Segre,133.0,Red,4,3
Gramona,Cava Enoteca Finca de L'Origen Brut Nature,2002,4.5,28,Espana,Cava,142.0,Cava,2,3
Dehesa del Carrizal,Cabernet Sauvignon,2019,4.5,27,Espana,Dehesa del Carrizal,16.9,Cabernet Sauvignon,4,3
Vinos Sanz,Finca La Colina Sauvignon Blanc,2021,4.5,27,Espana,Rueda,13.4,Sauvignon Blanc,3,3
Cerro San Cristobal,Dominio del Verso Red Blend,2018,4.5,27,Espana,Condado de Huelva,29.5,Red,0,0
Altos de Rioja,Altos R Pigeage Nacido en Barrica Blanco,2019,4.4,27,Espana,Rioja,29.9,Rioja White,0,0
Bodegas Celler Francisco Castillo - Clos Dominic,Vinyes Altes Porrera,2007,4.5,26,Espana,Priorato,69.0,Priorat Red,0,0
La Vinya del Vuit,La Vinya del Vuit (8),2015,4.5,26,Espana,Priorato,73.0,Priorat Red,0,0
Venus la Universal,Venus de la Figuera,2017,4.5,26,Espana,Montsant,51.5,Montsant Red,0,0
Alion,Ribera del Duero,2009,4.4,6395,Espana,Ribera del Duero,189.0,Ribera Del Duero Red,0,0
Pintia,Toro,2011,4.4,5732,Espana,Toro,39.5,Toro Red,0,0
Pintia,Toro,2012,4.4,5614,Espana,Toro,89.9,Toro Red,0,0
Pintia,Toro,2013,4.4,5204,Espana,Toro,76.8,Toro Red,0,0
La Rioja Alta,Rioja Gran Reserva 904,2007,4.4,4357,Espana,Rioja,48.0,Rioja Red,0,0
Muga,Prado Enea Gran Reserva,2011,4.4,3197,Espana,Rioja,44.0,Rioja Red,0,0
Abadia Retuerta,Seleccion Especial,2017,4.4,3093,Espana,Sardon de Duero,25.5,Red,0,0
Bodegas El Nido,Clio,2014,4.4,3089,Espana,Jumilla,35.6,Red,0,0
Dominio de Pingus,Flor de Pingus,2012,4.4,2546,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,0,0
Dominio de Pingus,Flor de Pingus,2013,4.4,2418,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,0,0
Bodegas Roda,Roda I Reserva Rioja,2009,4.4,2228,Espana,Rioja,43.5,Rioja Red,4,3
Bodegas Roda,Roda I Reserva Rioja,2010,4.4,2133,Espana,Rioja,24.7,Rioja Red,4,3
Tomas Postigo,3er Ano Ribera del Duero Tinto,2017,4.4,2080,Espana,Ribera del Duero,27.4,Ribera Del Duero Red,5,3
Alion,Ribera del Duero,2007,4.4,2053,Espana,Ribera del Duero,96.0,Ribera Del Duero Red,5,3
Bodegas Roda,Roda I Reserva Rioja,2011,4.4,1949,Espana,Rioja,44.0,Rioja Red,4,3
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2017,4.4,1948,Espana,Almansa,19.6,Grenache,5,3
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2004,4.4,1943,Espana,Rioja,160.0,Rioja Red,4,3
Bodegas Roda,Roda I Reserva Rioja,2012,4.4,1853,Espana,Rioja,43.5,Rioja Red,4,3
Tomas Postigo,3er Ano Ribera del Duero Tinto,2018,4.4,1842,Espana,Ribera del Duero,27.8,Ribera Del Duero Red,5,3
Hacienda Monasterio,Cosecha,2018,4.4,1777,Espana,Ribera del Duero,32.5,Ribera Del Duero Red,5,3
Bodegas Mauro,Red,2019,4.4,1701,Espana,Castilla y Leon,29.4,Red,4,3
Aalto,Tinto,2017,4.4,1561,Espana,Ribera del Duero,51.5,Ribera Del Duero Red,5,3
Benjamin de Rothschild - Vega Sicilia,Macan,2010,4.4,1519,Espana,Rioja,216.0,Rioja Red,4,3
Alion,Ribera del Duero,2006,4.4,1514,Espana,Ribera del Duero,119.7,Ribera Del Duero Red,5,3
Muga,Torre Muga,2006,4.4,1475,Espana,Rioja,66.7,Rioja Red,4,3
Bodegas Roda,Roda I Reserva Rioja,2015,4.4,1463,Espana,Rioja,40.0,Rioja Red,4,3
Bodegas Valduero,Ribera del Duero Una Cepa I,2016,4.4,1372,Espana,Ribera del Duero,28.9,Ribera Del Duero Red,5,3
Bodegas San Roman,Tinto,2017,4.4,1339,Espana,Toro,36.0,Toro Red,5,3
Marques de Vargas,Hacienda Pradolagar,2015,4.4,1326,Espana,Rioja,105.1,Rioja Red,4,3
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2008,4.4,1269,Espana,Cava,52.5,Cava,2,3
Remirez de Ganuza,Rioja Reserva,2010,4.4,1255,Espana,Rioja,73.6,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva,2009,4.4,1172,Espana,Rioja,74.0,Rioja Red,4,3
Alion,Ribera del Duero,2005,4.4,1166,Espana,Ribera del Duero,169.0,Ribera Del Duero Red,5,3
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2018,4.4,1158,Espana,Almansa,24.8,Grenache,5,3
Alion,Ribera del Duero,2004,4.4,1121,Espana,Ribera del Duero,140.8,Ribera Del Duero Red,5,3
Clos Mogador,Priorat,2014,4.4,1104,Espana,Priorato,175.5,Priorat Red,4,3
Vinicola Real,200 Monges Rioja Reserva,2011,4.4,1098,Espana,Rioja,37.6,Rioja Red,4,3
Arzuaga,Reserva Ribera del Duero,2016,4.4,1087,Espana,Ribera del Duero,26.2,Ribera Del Duero Red,5,3
Emilio Moro,Malleolus,2019,4.4,1069,Espana,Ribera del Duero,28.5,Ribera Del Duero Red,5,3
Bodegas Mauro,VS,2014,4.4,1064,Espana,Castilla y Leon,178.0,Tempranillo,4,2
Hacienda Monasterio,Reserva,2011,4.4,1048,Espana,Ribera del Duero,78.6,Ribera Del Duero Red,5,3
Dominio de Pingus,Flor de Pingus,2008,4.4,1047,Espana,Ribera del Duero,125.0,Ribera Del Duero Red,5,3
Bodegas Roda,Roda I Reserva Rioja,2016,4.4,1039,Espana,Rioja,35.9,Rioja Red,4,3
Aalto,Tinto,2019,4.4,1018,Espana,Ribera del Duero,33.0,Ribera Del Duero Red,5,3
Bodegas Mauro,VS,2015,4.4,995,Espana,Castilla y Leon,61.0,Tempranillo,4,2
Juan Gil,Jumilla Blue Label,2019,4.4,966,Espana,Jumilla,22.0,Red,4,3
Hacienda Monasterio,Reserva,2014,4.4,927,Espana,Ribera del Duero,109.9,Ribera Del Duero Red,5,3
Senorio de San Vicente,San Vicente Rioja,2011,4.4,925,Espana,Rioja,33.5,Rioja Red,4,3
Alto Moncayo,Garnacha,2018,4.4,915,Espana,Campo de Borja,39.0,Grenache,5,3
Volver,Triga,2016,4.4,852,Espana,Alicante,34.9,Red,4,3
Marques de Caceres,Gaudium,2014,4.4,827,Espana,Rioja,37.8,Rioja Red,4,3
Teso La Monja,Victorino,2016,4.4,812,Espana,Toro,38.7,Toro Red,5,3
Clos Mogador,Priorat,2011,4.4,809,Espana,Priorato,90.0,Priorat Red,4,3
Clos Mogador,Priorat,2010,4.4,799,Espana,Priorato,69.8,Priorat Red,4,3
Lan,Culmen Reserva Rioja,2011,4.4,798,Espana,Rioja,59.9,Rioja Red,4,3
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes),2019,4.4,787,Espana,Almansa,27.4,Grenache,5,3
Bodegas Roda,Roda I Reserva Rioja,2005,4.4,783,Espana,Rioja,93.0,Rioja Red,4,3
Dominio del Aguila,Reserva,2016,4.4,778,Espana,Ribera del Duero,73.6,Ribera Del Duero Red,5,3
Abadia Retuerta,Pago Negralada,2014,4.4,726,Espana,Sardon de Duero,91.6,Tempranillo,4,2
Clos Mogador,Priorat,2012,4.4,695,Espana,Priorato,90.0,Priorat Red,4,3
Marques de Riscal,Baron de Chirel Rioja Reserva,2015,4.4,683,Espana,Rioja,70.0,Rioja Red,4,3
Alion,Ribera del Duero,2001,4.4,681,Espana,Ribera del Duero,190.0,Ribera Del Duero Red,5,3
Marques de Riscal,Baron de Chirel Rioja Reserva,2005,4.4,667,Espana,Rioja,140.0,Rioja Red,4,3
Tridente,Rejon Tempranillo,2015,4.4,664,Espana,Castilla y Leon,35.8,Tempranillo,4,2
Alvaro Palacios,Finca Dofi,2016,4.4,639,Espana,Priorato,52.5,Priorat Red,4,3
Clos Mogador,Priorat,2007,4.4,624,Espana,Priorato,95.0,Priorat Red,4,3
Ausas,Interpretacion,2016,4.4,618,Espana,Ribera del Duero,45.2,Ribera Del Duero Red,5,3
Muga,Torre Muga,2015,4.4,617,Espana,Rioja,58.2,Rioja Red,4,3
Senorio de San Vicente,San Vicente Rioja,2016,4.4,609,Espana,Rioja,42.7,Rioja Red,4,3
Tresmano - Tr3smano,Vendimia,2017,4.4,581,Espana,Ribera del Duero,28.7,Ribera Del Duero Red,5,3
Ferrer Bobet,Priorat Vinyes Velles,2017,4.4,575,Espana,Priorato,32.6,Priorat Red,4,3
Marques de Caceres,Gaudium,2015,4.4,561,Espana,Rioja,43.9,Rioja Red,4,3
Benjamin de Rothschild - Vega Sicilia,Macan Clasico,2017,4.4,560,Espana,Rioja,36.9,Rioja Red,4,3
Remirez de Ganuza,Rioja Reserva,2013,4.4,550,Espana,Rioja,54.8,Rioja Red,4,3
Marques de Murrieta,Dalmau Rioja,2016,4.4,550,Espana,Rioja,55.3,Rioja Red,4,3
Bodegas Amaren,Tempranillo Reserva,2010,4.4,542,Espana,Rioja,26.9,Rioja Red,4,3
Hacienda Monasterio,Cosecha,2019,4.4,523,Espana,Ribera del Duero,34.4,Ribera Del Duero Red,0,0
Ausas,Interpretacion,2017,4.4,514,Espana,Ribera del Duero,45.3,Ribera Del Duero Red,0,0
Vina Sastre,Pago de Santa Cruz,2014,4.4,499,Espana,Ribera del Duero,54.9,Ribera Del Duero Red,0,0
Ordonez,Vatan Tinta de Toro,2017,4.4,498,Espana,Toro,55.3,Toro Red,0,0
Marques de Riscal,Rioja Gran Reserva,2015,4.4,485,Espana,Rioja,35.1,Rioja Red,0,0
Imperial,Rioja Gran Reserva,2015,4.4,471,Espana,Rioja,50.0,Rioja Red,0,0
Ramos-Paul,Tinto,2006,4.4,443,Espana,Malaga,34.0,Red,0,0
Artadi,Pagos Viejos,2006,4.4,442,Espana,Vino de Espana,90.5,Tempranillo,0,0
Rafael Palacios,As Sortes Val do Bibei Godello,2018,4.4,412,Espana,Valdeorras,55.7,,0,0
Rodriguez Sanzo,Whisba Tempranillo Aged 18 Months in Whisky Barrels,2019,4.4,363,Espana,Toro,20.9,Toro Red,5,3
Lan,A Mano Rioja,2017,4.4,360,Espana,Rioja,30.7,Rioja Red,4,3
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2014,4.4,351,Espana,Ribera del Duero,49.9,Ribera Del Duero Red,5,3
Vinicola Real,200 Monges Rioja Gran Reserva,2001,4.4,349,Espana,Rioja,52.0,Rioja Red,4,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2011,4.4,343,Espana,Rioja,90.0,Rioja Red,4,3
Antidoto,La Hormiga de Antidoto,2019,4.4,336,Espana,Ribera del Duero,26.6,Ribera Del Duero Red,5,3
Rafael Palacios,As Sortes Val do Bibei Godello,2019,4.4,333,Espana,Valdeorras,46.5,,0,0
Bosque de Matasnos,Edicion Limitada,2015,4.4,328,Espana,Ribera del Duero,32.6,Ribera Del Duero Red,5,3
Bodegas 6o Elemento - Vino Sexto Elemento,Tinto,2017,4.4,319,Espana,Valencia,30.0,Red,4,3
Altanza,Lealtanza Coleccion de Artistas Espanoles Sorolla,2010,4.4,316,Espana,Rioja,34.9,Rioja Red,4,3
Remelluri,Granja Gran Reserva Rioja,2011,4.4,313,Espana,Rioja,43.9,Rioja Red,4,3
Perinet,Priorat,2016,4.4,309,Espana,Priorato,65.0,Priorat Red,4,3
Toro Albala,Don PX Pedro Ximenez,1994,4.4,306,Espana,Montilla-Moriles,35.9,Pedro Ximenez,5,1
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2010,4.4,305,Espana,Ribera del Duero,210.5,Ribera Del Duero Red,5,3
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2011,4.4,298,Espana,Cava,56.0,Cava,2,3
Costers del Siurana,Miserere,2005,4.4,296,Espana,Priorato,92.9,Priorat Red,4,3
Martinet,Clos Martinet,2015,4.4,296,Espana,Priorato,65.4,Priorat Red,4,3
Valquejigoso,V2 Tinto,2008,4.4,293,Espana,Madrid,45.9,Red,4,3
Familia Torres,Grans Muralles,2014,4.4,292,Espana,Conca de Barbera,304.0,Red,4,3
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2015,4.4,269,Espana,Rioja,47.5,Rioja Red,4,3
Lan,A Mano Rioja,2018,4.4,269,Espana,Rioja,29.9,Rioja Red,4,3
Contino,Rioja Gran Reserva,2016,4.4,267,Espana,Rioja,40.4,Rioja Red,4,3
Vinedos de Paganos,El Puntido Gran Reserva,2007,4.4,267,Espana,Rioja,49.6,Rioja Red,4,3
Artadi,Pagos Viejos,2004,4.4,262,Espana,Vino de Espana,57.1,Tempranillo,4,2
Alion,Ribera del Duero,1996,4.4,259,Espana,Ribera del Duero,141.0,Ribera Del Duero Red,5,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2016,4.4,252,Espana,Rioja,67.9,Rioja Red,4,3
Martinet,Clos Martinet,2011,4.4,249,Espana,Priorato,75.9,Priorat Red,4,3
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2010,4.4,245,Espana,Cava,47.5,Cava,2,3
Volver,Triga,2017,4.4,243,Espana,Alicante,29.9,Red,4,3
Volver,Cuvee Old Vines Unfiltered,2017,4.4,241,Espana,Jumilla,20.0,Red,4,3
La Vicalanda,Gran Reserva,2010,4.4,239,Espana,Rioja,59.2,Rioja Red,4,3
Monovar,Fondillon,1996,4.4,236,Espana,Alicante,73.9,Red,4,3
Bodegas Mas Alta,Cirerets,2018,4.4,233,Espana,Priorato,40.3,Priorat Red,4,3
Cillar de Silos,Dominio del Pidio,2018,4.4,225,Espana,Ribera del Duero,42.8,Ribera Del Duero Red,5,3
Contino,Vina del Olivo,2016,4.4,224,Espana,Rioja,149.5,Rioja Red,4,3
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2012,4.4,222,Espana,Rioja,76.5,Rioja Red,4,3
Martinet,Clos Martinet,2008,4.4,220,Espana,Priorato,113.2,Priorat Red,4,3
Ossian,Vinas Viejas Verdejo,2019,4.4,219,Espana,Castilla y Leon,26.9,Verdejo,3,3
Carmelo Rodero,Reserva,2017,4.4,217,Espana,Ribera del Duero,30.0,Ribera Del Duero Red,5,3
Los Aguilares,Tadeo Tinto,2014,4.4,215,Espana,Sierras de Malaga,33.0,Red,4,3
Dominio de Cair,Tierras de Cair Reserva,2014,4.4,208,Espana,Ribera del Duero,37.0,Ribera Del Duero Red,5,3
Bodega Rento,Tinto,2014,4.4,207,Espana,Ribera del Duero,37.1,Ribera Del Duero Red,5,3
Chivite,Navarra Coleccion 125 Blanco,2017,4.4,204,Espana,Navarra,50.9,Chardonnay,4,3
Gramona,Cava Celler Batlle,2006,4.4,201,Espana,Cava,52.0,Cava,2,3
Remelluri,Rioja Blanco,2017,4.4,201,Espana,Rioja,49.2,Rioja White,3,3
Castano,Casa Cisca Monastrell,2015,4.4,200,Espana,Yecla,35.2,Monastrell,5,3
Allende,Calvario Rioja,2008,4.4,195,Espana,Rioja,87.3,Rioja Red,4,3
Remelluri,Granja Gran Reserva Rioja,2012,4.4,194,Espana,Rioja,46.0,Rioja Red,4,3
Abadia Retuerta,Pago Negralada,2013,4.4,189,Espana,Sardon de Duero,65.0,Tempranillo,4,2
Mas Doix,Doix,2007,4.4,187,Espana,Priorato,350.0,Priorat Red,4,3
Ferrer Bobet,Seleccio Especial Vinyes Velles,2013,4.4,185,Espana,Priorato,69.9,Priorat Red,4,3
Vall Llach,Idus,2017,4.4,180,Espana,Priorato,37.0,Priorat Red,4,3
Martinet,Clos Martinet,2007,4.4,177,Espana,Priorato,154.4,Priorat Red,4,3
Marco Abella,Clos Abella Seleccion Especial,2014,4.4,173,Espana,Priorato,43.8,Priorat Red,4,3
Sierra Cantabria,Amancio,2013,4.4,172,Espana,Rioja,91.4,Rioja Red,4,3
Emilio Moro,Malleolus de Sanchomartin,2007,4.4,172,Espana,Ribera del Duero,195.0,Ribera Del Duero Red,5,3
Espectacle del Montsant,Tinto,2016,4.4,169,Espana,Montsant,125.8,Montsant Red,4,3
Lan,Culmen Reserva Rioja,2001,4.4,168,Espana,Rioja,69.0,Rioja Red,4,3
Javier Sanz Viticultor,Singular V Malcorta Verdejo,2020,4.4,168,Espana,Rueda,17.5,Verdejo,3,3
Recaredo,Serral del Vell Brut Nature,2014,4.4,166,Espana,Cava,44.4,Cava,2,3
Espectacle del Montsant,Tinto,2014,4.4,165,Espana,Montsant,149.0,Montsant Red,4,3
Abadia Retuerta,Pago Negralada,2009,4.4,165,Espana,Sardon de Duero,73.6,Tempranillo,4,2
Remirez de Ganuza,Trasnocho,2014,4.4,164,Espana,Rioja,82.8,Rioja Red,4,3
Mas Doix,Doix,2013,4.4,164,Espana,Priorato,78.4,Priorat Red,4,3
Protos,Seleccion Finca el Grajo Viejo,2016,4.4,162,Espana,Ribera del Duero,60.0,Ribera Del Duero Red,5,3
Sierra Cantabria,Finca el Bosque,2014,4.4,162,Espana,Rioja,81.0,Rioja Red,4,3
Artadi,La Poza de Ballesteros,2015,4.4,161,Espana,Vino de Espana,95.9,Tempranillo,4,2
Tinto Pesquera,Millenium Reserva,2015,4.4,160,Espana,Ribera del Duero,75.0,Ribera Del Duero Red,5,3
Marques de Caceres,Gaudium,1994,4.4,159,Espana,Rioja,125.0,Rioja Red,4,3
Contino,Vina del Olivo,2015,4.4,159,Espana,Rioja,64.0,Rioja Red,4,3
Orben,Malpuesto,2018,4.4,158,Espana,Rioja,35.5,Rioja Red,4,3
Artadi,Valdegines,2018,4.4,155,Espana,Vino de Espana,42.4,Tempranillo,4,2
Jaro,Chafandin,2018,4.4,155,Espana,Ribera del Duero,29.0,Ribera Del Duero Red,5,3
Artadi,Vina El Pison,2007,4.4,154,Espana,Vino de Espana,495.0,Tempranillo,4,2
Abadia Retuerta,Pago Negralada,2016,4.4,152,Espana,Sardon de Duero,64.0,Tempranillo,4,2
Bodega Contador (Benjamin Romeo),La Vina de Andres Romeo Rioja,2012,4.4,151,Espana,Rioja,99.0,Rioja Red,4,3
Vina Sastre,Pesus Ribera del Duero,2012,4.4,150,Espana,Ribera del Duero,379.0,Ribera Del Duero Red,5,3
Dominio del Aguila,Reserva,2017,4.4,149,Espana,Ribera del Duero,57.0,Ribera Del Duero Red,5,3
Vina Sastre,Regina Vides Ribera del Duero,2012,4.4,148,Espana,Ribera del Duero,65.3,Ribera Del Duero Red,5,3
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2019,4.4,147,Espana,Jerez Pedro Ximenes (PX),22.4,Pedro Ximenez,5,1
Mustiguillo,Quincha Corral,2016,4.4,145,Espana,El Terrerazo,80.0,Red,4,3
Martinet,Els Escurcons,2014,4.4,143,Espana,Priorato,78.5,Priorat Red,4,3
Remirez de Ganuza,Rioja Reserva,2014,4.4,142,Espana,Rioja,49.9,Rioja Red,4,3
Vall Llach,Idus,2018,4.4,141,Espana,Priorato,35.5,Priorat Red,4,3
Vina Pomal,Vinos Singulares Tempranillo Blanco Reserva,2014,4.4,141,Espana,Rioja,34.9,Rioja White,3,3
Astrales,Christina Ribera del Duero,2016,4.4,142,Espana,Ribera del Duero,50.8,Ribera Del Duero Red,5,3
Merum Priorati,Desti,2018,4.4,136,Espana,Priorato,30.0,Priorat Red,4,3
Bodegas Mauro,Godello Blanco,2019,4.4,134,Espana,Bierzo,37.6,,0,0
Alto Moncayo,Aquilon Garnacha,2014,4.4,134,Espana,Campo de Borja,100.0,Grenache,5,3
Remelluri,Rioja Blanco,2018,4.4,130,Espana,Rioja,52.0,Rioja White,3,3
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2012,4.4,130,Espana,Rias Baixas,34.2,Albarino,3,3
Fefinanes,Albarino de Fefinanes III Ano,2017,4.4,128,Espana,Rias Baixas,35.4,Albarino,3,3
Arzuaga,Reserva Ribera del Duero,2018,4.4,128,Espana,Ribera del Duero,32.2,Ribera Del Duero Red,5,3
Familia Torres,Perpetual,2017,4.4,127,Espana,Priorato,62.8,Priorat Red,4,3
Gramona,Cava Celler Batlle,2010,4.4,126,Espana,Cava,58.3,Cava,2,3
Ferrer Bobet,Seleccio Especial Vinyes Velles,2016,4.4,123,Espana,Priorato,58.9,Priorat Red,4,3
Merum Priorati,El Cel,2015,4.4,123,Espana,Priorato,59.0,Priorat Red,4,3
Gomez Cruzado,Montes Obarenes Seleccion Terroir,2016,4.4,122,Espana,Rioja,43.0,Rioja White,3,3
Vall Llach,Porrera Vi de Vila,2017,4.4,122,Espana,Priorato,44.0,Priorat Red,4,3
Resalte,Gran Ribera del Duero,2010,4.4,122,Espana,Ribera del Duero,41.9,Ribera Del Duero Red,5,3
Scala Dei,Heretge Priorat,2017,4.4,120,Espana,Priorato,91.0,Priorat Red,4,3
Figuero,Vinas Viejas,2018,4.4,119,Espana,Ribera del Duero,25.1,Ribera Del Duero Red,5,3
Artadi,La Poza de Ballesteros,2014,4.4,119,Espana,Vino de Espana,104.0,Tempranillo,4,2
Artadi,El Carretil,2010,4.4,117,Espana,Vino de Espana,295.3,Tempranillo,4,2
Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2015,4.4,116,Espana,Ribera del Duero,72.0,Ribera Del Duero Red,5,3
Pinea,17,2018,4.4,115,Espana,Ribera del Duero,57.9,Tempranillo,4,2
Vina Sastre,Pesus Ribera del Duero,2011,4.4,114,Espana,Ribera del Duero,465.0,Ribera Del Duero Red,5,3
Mas Doix,Doix,2014,4.4,114,Espana,Priorato,116.0,Priorat Red,4,3
Terroir Al Limit Soc. Lda,Les Tosses,2014,4.4,113,Espana,Priorato,158.9,Priorat Red,4,3
Martinet,Cami Pesseroles,2007,4.4,112,Espana,Priorato,165.8,Priorat Red,4,3
Artadi,La Poza de Ballesteros,2013,4.4,112,Espana,Vino de Espana,101.0,Tempranillo,4,2
Portal del Priorat,Clos del Portal Tros de Clos,2016,4.4,109,Espana,Priorato,57.0,Priorat Red,4,3
Vina Sastre,Pago de Santa Cruz,2019,4.4,109,Espana,Ribera del Duero,48.7,Ribera Del Duero Red,5,3
Bodegas Mas Alta,La Basseta,2016,4.4,108,Espana,Priorato,56.0,Priorat Red,4,3
Cims de Porrera,Classic,1996,4.4,106,Espana,Priorato,217.2,Priorat Red,4,3
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2017,4.4,106,Espana,Priorato,89.9,Priorat Red,4,3
Casa Rojo,Minami,2016,4.4,106,Espana,Jumilla,48.9,Monastrell,5,3
La Rioja Alta,Rioja Gran Reserva 904,1982,4.4,106,Espana,Rioja,145.0,Rioja Red,4,3
Alvaro Palacios,Vi de Vila Gratallops,2019,4.4,105,Espana,Priorato,54.5,Priorat Red,4,3
